grain,grain_key,category,forecast_month,predicted_units,lower_bound,upper_bound,mae,mape_pct,model_used,confidence
sku,43ee88561093499d9e571d4db5f20b79,furniture_decor,2018-09-01,1.6,0.0,4.4,2.04,170.3,HW-trend,low
sku,43ee88561093499d9e571d4db5f20b79,furniture_decor,2018-10-01,1.7,0.0,4.5,2.04,170.3,HW-trend,low
sku,43ee88561093499d9e571d4db5f20b79,furniture_decor,2018-11-01,1.7,0.0,4.5,2.04,170.3,HW-trend,low
sku,4413a608a42bd21bbf9d5abbd58c249a,cool_stuff,2018-06-01,3.3,0.0,11.1,1.99,80.0,HW-trend,low
sku,4413a608a42bd21bbf9d5abbd58c249a,cool_stuff,2018-07-01,2.9,0.0,10.7,1.99,80.0,HW-trend,low
sku,4413a608a42bd21bbf9d5abbd58c249a,cool_stuff,2018-08-01,2.6,0.0,10.4,1.99,80.0,HW-trend,low
sku,44a34214a57dc373dcd80f54c919d006,sports_leisure,2018-04-01,7.3,1.3,13.2,2.28,27.0,HW-trend,medium
sku,44a34214a57dc373dcd80f54c919d006,sports_leisure,2018-05-01,7.6,1.7,13.6,2.28,27.0,HW-trend,medium
sku,44a34214a57dc373dcd80f54c919d006,sports_leisure,2018-06-01,8.0,2.0,13.9,2.28,27.0,HW-trend,medium
sku,44d097d59e8430f88a67517cd0c4f865,fashion_bags_accessories,2018-09-01,4.1,1.7,6.4,1.74,36.0,HW-trend,medium
sku,44d097d59e8430f88a67517cd0c4f865,fashion_bags_accessories,2018-10-01,4.3,1.9,6.7,1.74,36.0,HW-trend,medium
sku,44d097d59e8430f88a67517cd0c4f865,fashion_bags_accessories,2018-11-01,4.6,2.2,6.9,1.74,36.0,HW-trend,medium
sku,4520766ec412348b8d4caa5e8a18c464,auto,2018-09-01,1.9,0.0,7.0,4.33,99.9,HW-trend,low
sku,4520766ec412348b8d4caa5e8a18c464,auto,2018-10-01,1.8,0.0,7.0,4.33,99.9,HW-trend,low
sku,4520766ec412348b8d4caa5e8a18c464,auto,2018-11-01,1.7,0.0,6.9,4.33,99.9,HW-trend,low
sku,461f43be3bdf8844e65b62d9ac2c7a5a,watches_gifts,2018-09-01,8.7,0.0,22.0,14.37,770.1,HW-trend,low
sku,461f43be3bdf8844e65b62d9ac2c7a5a,watches_gifts,2018-10-01,8.6,0.0,21.9,14.37,770.1,HW-trend,low
sku,461f43be3bdf8844e65b62d9ac2c7a5a,watches_gifts,2018-11-01,8.4,0.0,21.7,14.37,770.1,HW-trend,low
sku,466d263ce8b7bd275003ee2104428127,telephony,2018-03-01,0.0,0.0,3.4,0.33,100.0,HW-trend,low
sku,466d263ce8b7bd275003ee2104428127,telephony,2018-04-01,0.0,0.0,3.4,0.33,100.0,HW-trend,low
sku,466d263ce8b7bd275003ee2104428127,telephony,2018-05-01,0.0,0.0,3.4,0.33,100.0,HW-trend,low
sku,473795a355d29305c3ea6b156833adf5,perfumery,2018-05-01,7.7,0.0,19.2,4.79,76.0,HW-trend,low
sku,473795a355d29305c3ea6b156833adf5,perfumery,2018-06-01,8.0,0.0,19.5,4.79,76.0,HW-trend,low
sku,473795a355d29305c3ea6b156833adf5,perfumery,2018-07-01,8.3,0.0,19.8,4.79,76.0,HW-trend,low
sku,474bb6b54fc608ca71059a6c4f7ecda3,electronics,2018-08-01,1.4,0.0,6.9,2.01,54.8,HW-trend,low
sku,474bb6b54fc608ca71059a6c4f7ecda3,electronics,2018-09-01,1.0,0.0,6.5,2.01,54.8,HW-trend,low
sku,474bb6b54fc608ca71059a6c4f7ecda3,electronics,2018-10-01,0.6,0.0,6.1,2.01,54.8,HW-trend,low
sku,47cd48073d67f91f09cb5ef9496c920b,bed_bath_table,2018-08-01,1.6,0.0,3.8,1.81,113.9,HW-trend,low
sku,47cd48073d67f91f09cb5ef9496c920b,bed_bath_table,2018-09-01,1.6,0.0,3.8,1.81,113.9,HW-trend,low
sku,47cd48073d67f91f09cb5ef9496c920b,bed_bath_table,2018-10-01,1.5,0.0,3.8,1.81,113.9,HW-trend,low
sku,4a0c2a56e65c941a0bb9874c47dd66d8,bed_bath_table,2018-05-01,1.9,0.0,4.7,1.32,41.2,HW-trend,medium
sku,4a0c2a56e65c941a0bb9874c47dd66d8,bed_bath_table,2018-06-01,2.0,0.0,4.8,1.32,41.2,HW-trend,medium
sku,4a0c2a56e65c941a0bb9874c47dd66d8,bed_bath_table,2018-07-01,2.0,0.0,4.8,1.32,41.2,HW-trend,medium
sku,4aa6014eceb682077f9dc4bffebc05b0,housewares,2018-07-01,6.5,0.3,12.7,3.06,52.3,HW-trend,low
sku,4aa6014eceb682077f9dc4bffebc05b0,housewares,2018-08-01,6.9,0.7,13.1,3.06,52.3,HW-trend,low
sku,4aa6014eceb682077f9dc4bffebc05b0,housewares,2018-09-01,7.3,1.0,13.5,3.06,52.3,HW-trend,low
sku,4ac50dbde931c0a5ed8c33d3dc047351,health_beauty,2018-09-01,0.4,0.0,2.3,0.69,20.7,HW-trend,medium
sku,4ac50dbde931c0a5ed8c33d3dc047351,health_beauty,2018-10-01,0.3,0.0,2.2,0.69,20.7,HW-trend,medium
sku,4ac50dbde931c0a5ed8c33d3dc047351,health_beauty,2018-11-01,0.2,0.0,2.1,0.69,20.7,HW-trend,medium
sku,4ae634441e444ca4bc85903cafe98d73,telephony,2018-03-01,0.0,0.0,9.1,0.33,100.0,HW-trend,low
sku,4ae634441e444ca4bc85903cafe98d73,telephony,2018-04-01,0.0,0.0,9.1,0.33,100.0,HW-trend,low
sku,4ae634441e444ca4bc85903cafe98d73,telephony,2018-05-01,0.0,0.0,9.1,0.33,100.0,HW-trend,low
sku,4b703444923b5e57bb73ba343f5ebab7,bed_bath_table,2018-08-01,3.9,0.0,9.9,8.96,670.4,HW-trend,low
sku,4b703444923b5e57bb73ba343f5ebab7,bed_bath_table,2018-09-01,4.2,0.0,10.1,8.96,670.4,HW-trend,low
sku,4b703444923b5e57bb73ba343f5ebab7,bed_bath_table,2018-10-01,4.4,0.0,10.4,8.96,670.4,HW-trend,low
sku,4b96786612ebe7463132fce2c4dca136,housewares,2018-09-01,2.7,0.0,7.7,5.1,170.7,HW-trend,low
sku,4b96786612ebe7463132fce2c4dca136,housewares,2018-10-01,2.4,0.0,7.4,5.1,170.7,HW-trend,low
sku,4b96786612ebe7463132fce2c4dca136,housewares,2018-11-01,2.1,0.0,7.1,5.1,170.7,HW-trend,low
sku,4bb4fb9c85785b75ab4f6559900c7ca1,telephony,2017-11-01,0.0,0.0,2.6,0.67,100.0,HW-trend,low
sku,4bb4fb9c85785b75ab4f6559900c7ca1,telephony,2017-12-01,0.0,0.0,2.6,0.67,100.0,HW-trend,low
sku,4bb4fb9c85785b75ab4f6559900c7ca1,telephony,2018-01-01,0.0,0.0,2.6,0.67,100.0,HW-trend,low
sku,4c1e109ecdf58453de365d217cefa64c,pet_shop,2018-02-01,0.1,0.0,2.8,1.17,78.6,HW-trend,low
sku,4c1e109ecdf58453de365d217cefa64c,pet_shop,2018-03-01,0.0,0.0,2.7,1.17,78.6,HW-trend,low
sku,4c1e109ecdf58453de365d217cefa64c,pet_shop,2018-04-01,0.0,0.0,2.7,1.17,78.6,HW-trend,low
sku,4c2394abfbac7ff59ec7a420918562fa,health_beauty,2018-07-01,3.6,0.0,33.4,18.65,905.4,HW-trend,low
sku,4c2394abfbac7ff59ec7a420918562fa,health_beauty,2018-08-01,2.4,0.0,32.2,18.65,905.4,HW-trend,low
sku,4c2394abfbac7ff59ec7a420918562fa,health_beauty,2018-09-01,1.1,0.0,30.9,18.65,905.4,HW-trend,low
sku,4cc8bfa581f41841ce5e24aba773a44a,bed_bath_table,2018-09-01,0.0,0.0,4.4,0.33,100.0,HW-trend,low
sku,4cc8bfa581f41841ce5e24aba773a44a,bed_bath_table,2018-10-01,0.0,0.0,4.4,0.33,100.0,HW-trend,low
sku,4cc8bfa581f41841ce5e24aba773a44a,bed_bath_table,2018-11-01,0.0,0.0,4.4,0.33,100.0,HW-trend,low
sku,4cd6ba4ea3112de8fc238307c4dc6307,bed_bath_table,2018-07-01,3.0,0.0,8.1,0.51,24.0,HW-trend,medium
sku,4cd6ba4ea3112de8fc238307c4dc6307,bed_bath_table,2018-08-01,3.1,0.0,8.1,0.51,24.0,HW-trend,medium
sku,4cd6ba4ea3112de8fc238307c4dc6307,bed_bath_table,2018-09-01,3.2,0.0,8.2,0.51,24.0,HW-trend,medium
sku,4ce9ab528124f89e091b17d11aa2e97c,computers_accessories,2018-09-01,2.5,0.0,6.4,1.85,85.5,HW-trend,low
sku,4ce9ab528124f89e091b17d11aa2e97c,computers_accessories,2018-10-01,2.3,0.0,6.2,1.85,85.5,HW-trend,low
sku,4ce9ab528124f89e091b17d11aa2e97c,computers_accessories,2018-11-01,2.1,0.0,6.0,1.85,85.5,HW-trend,low
sku,4deb009c36a910076a023947a7929201,consoles_games,2018-09-01,0.0,0.0,8.1,18.67,1866.7,HW-trend,low
sku,4deb009c36a910076a023947a7929201,consoles_games,2018-10-01,0.0,0.0,8.1,18.67,1866.7,HW-trend,low
sku,4deb009c36a910076a023947a7929201,consoles_games,2018-11-01,0.0,0.0,8.1,18.67,1866.7,HW-trend,low
sku,4fcb3d9a5f4871e8362dfedbdb02b064,auto,2018-05-01,6.9,2.2,11.6,1.45,24.7,HW-trend,medium
sku,4fcb3d9a5f4871e8362dfedbdb02b064,auto,2018-06-01,7.0,2.3,11.7,1.45,24.7,HW-trend,medium
sku,4fcb3d9a5f4871e8362dfedbdb02b064,auto,2018-07-01,7.2,2.5,11.9,1.45,24.7,HW-trend,medium
sku,4fe644d766c7566dbc46fb851363cb3b,art,2018-09-01,10.8,0.0,23.4,5.13,42.7,HW-trend,medium
sku,4fe644d766c7566dbc46fb851363cb3b,art,2018-10-01,10.6,0.0,23.1,5.13,42.7,HW-trend,medium
sku,4fe644d766c7566dbc46fb851363cb3b,art,2018-11-01,10.3,0.0,22.9,5.13,42.7,HW-trend,medium
sku,50fd2b788dc166edd20512370dac54df,electronics,2018-07-01,1.5,0.0,9.9,10.27,866.7,HW-trend,low
sku,50fd2b788dc166edd20512370dac54df,electronics,2018-08-01,0.7,0.0,9.1,10.27,866.7,HW-trend,low
sku,50fd2b788dc166edd20512370dac54df,electronics,2018-09-01,0.0,0.0,8.4,10.27,866.7,HW-trend,low
sku,5176d8670222d50ebbe4d4c5dfba2b49,electronics,2018-06-01,1.1,0.0,2.9,1.57,125.5,HW-trend,low
sku,5176d8670222d50ebbe4d4c5dfba2b49,electronics,2018-07-01,1.0,0.0,2.8,1.57,125.5,HW-trend,low
sku,5176d8670222d50ebbe4d4c5dfba2b49,electronics,2018-08-01,0.9,0.0,2.7,1.57,125.5,HW-trend,low
sku,51ce083cd2b9078656a94655ab45b8a4,bed_bath_table,2018-09-01,3.0,0.0,7.1,8.5,631.2,HW-trend,low
sku,51ce083cd2b9078656a94655ab45b8a4,bed_bath_table,2018-10-01,3.1,0.0,7.2,8.5,631.2,HW-trend,low
sku,51ce083cd2b9078656a94655ab45b8a4,bed_bath_table,2018-11-01,3.2,0.0,7.4,8.5,631.2,HW-trend,low
sku,51f876eb62be778c757503cf7f8a3b74,health_beauty,2018-07-01,4.3,0.0,10.1,5.33,100.0,HW-trend,low
sku,51f876eb62be778c757503cf7f8a3b74,health_beauty,2018-08-01,3.7,0.0,9.5,5.33,100.0,HW-trend,low
sku,51f876eb62be778c757503cf7f8a3b74,health_beauty,2018-09-01,3.0,0.0,8.8,5.33,100.0,HW-trend,low
sku,52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,2018-09-01,7.5,0.9,14.1,8.33,100.0,HW-trend,low
sku,52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,2018-10-01,7.8,1.2,14.4,8.33,100.0,HW-trend,low
sku,52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,2018-11-01,8.2,1.6,14.8,8.33,100.0,HW-trend,low
sku,5328338cfaa16ba10561cd970c73ca11,cool_stuff,2018-09-01,0.8,0.0,3.4,0.44,28.9,HW-trend,medium
sku,5328338cfaa16ba10561cd970c73ca11,cool_stuff,2018-10-01,0.6,0.0,3.2,0.44,28.9,HW-trend,medium
sku,5328338cfaa16ba10561cd970c73ca11,cool_stuff,2018-11-01,0.5,0.0,3.0,0.44,28.9,HW-trend,medium
sku,53759a2ecddad2bb87a079a1f1519f73,garden_tools,2018-09-01,0.0,0.0,35.3,32.54,413.2,HW-trend,low
sku,53759a2ecddad2bb87a079a1f1519f73,garden_tools,2018-10-01,0.0,0.0,35.3,32.54,413.2,HW-trend,low
sku,53759a2ecddad2bb87a079a1f1519f73,garden_tools,2018-11-01,0.0,0.0,35.3,32.54,413.2,HW-trend,low
sku,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,2018-09-01,39.5,0.0,99.2,185.16,8729.2,HW-trend,low
sku,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,2018-10-01,41.8,0.0,101.5,185.16,8729.2,HW-trend,low
sku,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,2018-11-01,44.0,0.0,103.7,185.16,8729.2,HW-trend,low
sku,53ea9da485f6aed8a6f03a85831fe021,watches_gifts,2018-07-01,5.3,0.0,11.7,12.08,481.3,HW-trend,low
sku,53ea9da485f6aed8a6f03a85831fe021,watches_gifts,2018-08-01,5.6,0.0,12.0,12.08,481.3,HW-trend,low
sku,53ea9da485f6aed8a6f03a85831fe021,watches_gifts,2018-09-01,5.9,0.0,12.3,12.08,481.3,HW-trend,low
sku,5403528d987ad26e8d7cb25940411987,watches_gifts,2018-09-01,7.6,2.3,12.9,5.86,78.0,HW-trend,low
sku,5403528d987ad26e8d7cb25940411987,watches_gifts,2018-10-01,8.5,3.2,13.7,5.86,78.0,HW-trend,low
sku,5403528d987ad26e8d7cb25940411987,watches_gifts,2018-11-01,9.3,4.0,14.6,5.86,78.0,HW-trend,low
sku,5411e9269501a870cabf632f05655131,stationery,2018-09-01,3.7,0.0,20.5,7.71,735.2,HW-trend,low
sku,5411e9269501a870cabf632f05655131,stationery,2018-10-01,3.6,0.0,20.4,7.71,735.2,HW-trend,low
sku,5411e9269501a870cabf632f05655131,stationery,2018-11-01,3.6,0.0,20.4,7.71,735.2,HW-trend,low
sku,542b3d80712d51eefe3a3cd1c5f4e8fe,cool_stuff,2018-01-01,5.3,0.4,10.1,13.0,394.4,HW-trend,low
sku,542b3d80712d51eefe3a3cd1c5f4e8fe,cool_stuff,2018-02-01,5.6,0.7,10.5,13.0,394.4,HW-trend,low
sku,542b3d80712d51eefe3a3cd1c5f4e8fe,cool_stuff,2018-03-01,5.9,1.0,10.8,13.0,394.4,HW-trend,low
sku,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,2018-09-01,6.0,0.0,47.4,18.93,1426.7,HW-trend,low
sku,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,2018-10-01,5.4,0.0,46.8,18.93,1426.7,HW-trend,low
sku,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,2018-11-01,4.9,0.0,46.3,18.93,1426.7,HW-trend,low
sku,553e0e7590d3116a072507a3635d2877,bed_bath_table,2018-07-01,5.3,0.6,10.0,6.66,229.0,HW-trend,low
sku,553e0e7590d3116a072507a3635d2877,bed_bath_table,2018-08-01,5.5,0.8,10.2,6.66,229.0,HW-trend,low
sku,553e0e7590d3116a072507a3635d2877,bed_bath_table,2018-09-01,5.7,1.0,10.4,6.66,229.0,HW-trend,low
sku,55782cb82e0efe052da0a3da237da3b2,auto,2018-09-01,17.0,11.7,22.3,4.3,58.5,HW-trend,low
sku,55782cb82e0efe052da0a3da237da3b2,auto,2018-10-01,23.0,17.7,28.3,4.3,58.5,HW-trend,low
sku,55782cb82e0efe052da0a3da237da3b2,auto,2018-11-01,29.0,23.7,34.3,4.3,58.5,HW-trend,low
sku,55b71bf300a2765a382eaec566df531f,sports_leisure,2018-09-01,2.0,0.0,6.3,9.21,372.4,HW-trend,low
sku,55b71bf300a2765a382eaec566df531f,sports_leisure,2018-10-01,2.0,0.0,6.3,9.21,372.4,HW-trend,low
sku,55b71bf300a2765a382eaec566df531f,sports_leisure,2018-11-01,2.0,0.0,6.3,9.21,372.4,HW-trend,low
sku,566a4f2c4385f36d15c00dfcaae132d1,electronics,2018-07-01,2.0,0.0,9.1,10.73,429.4,HW-trend,low
sku,566a4f2c4385f36d15c00dfcaae132d1,electronics,2018-08-01,2.0,0.0,9.1,10.73,429.4,HW-trend,low
sku,566a4f2c4385f36d15c00dfcaae132d1,electronics,2018-09-01,2.0,0.0,9.1,10.73,429.4,HW-trend,low
sku,569ffd16f8032478cbeb9800f2e94ba0,furniture_decor,2018-09-01,0.5,0.0,5.6,0.52,10.2,HW-trend,high
sku,569ffd16f8032478cbeb9800f2e94ba0,furniture_decor,2018-10-01,0.3,0.0,5.4,0.52,10.2,HW-trend,high
sku,569ffd16f8032478cbeb9800f2e94ba0,furniture_decor,2018-11-01,0.0,0.0,5.1,0.52,10.2,HW-trend,high
sku,574597aaf385996112490308e37399ce,housewares,2018-03-01,0.3,0.0,3.0,1.1,97.7,HW-trend,low
sku,574597aaf385996112490308e37399ce,housewares,2018-04-01,0.0,0.0,2.7,1.1,97.7,HW-trend,low
sku,574597aaf385996112490308e37399ce,housewares,2018-05-01,0.0,0.0,2.7,1.1,97.7,HW-trend,low
sku,57d79905de06d8897872c551bfd09358,telephony,2018-08-01,2.4,0.0,6.0,2.43,62.4,HW-trend,low
sku,57d79905de06d8897872c551bfd09358,telephony,2018-09-01,2.2,0.0,5.8,2.43,62.4,HW-trend,low
sku,57d79905de06d8897872c551bfd09358,telephony,2018-10-01,2.1,0.0,5.6,2.43,62.4,HW-trend,low
sku,57e089e3103f5cda6a4ce23b77399bdb,baby,2018-09-01,4.9,0.2,9.5,3.25,55.5,HW-trend,low
sku,57e089e3103f5cda6a4ce23b77399bdb,baby,2018-10-01,5.1,0.5,9.7,3.25,55.5,HW-trend,low
sku,57e089e3103f5cda6a4ce23b77399bdb,baby,2018-11-01,5.3,0.7,10.0,3.25,55.5,HW-trend,low
sku,57f2bc497c1a3ebe41ba7a06d78ed159,watches_gifts,2018-09-01,13.3,8.5,18.1,8.66,95.8,HW-trend,low
sku,57f2bc497c1a3ebe41ba7a06d78ed159,watches_gifts,2018-10-01,16.1,11.3,20.9,8.66,95.8,HW-trend,low
sku,57f2bc497c1a3ebe41ba7a06d78ed159,watches_gifts,2018-11-01,18.9,14.1,23.7,8.66,95.8,HW-trend,low
sku,583f158587cdecda3e8bdea694021e39,sports_leisure,2018-07-01,6.6,0.0,15.3,8.99,671.4,HW-trend,low
sku,583f158587cdecda3e8bdea694021e39,sports_leisure,2018-08-01,7.0,0.0,15.7,8.99,671.4,HW-trend,low
sku,583f158587cdecda3e8bdea694021e39,sports_leisure,2018-09-01,7.3,0.0,16.0,8.99,671.4,HW-trend,low
sku,58efb9b638561ce132216a9a612513e2,furniture_living_room,2018-04-01,0.1,0.0,4.0,0.75,92.3,HW-trend,low
sku,58efb9b638561ce132216a9a612513e2,furniture_living_room,2018-05-01,0.0,0.0,3.9,0.75,92.3,HW-trend,low
sku,58efb9b638561ce132216a9a612513e2,furniture_living_room,2018-06-01,0.0,0.0,3.9,0.75,92.3,HW-trend,low
sku,593236d0ff46b4299b4787fb8d43f7f0,industry_commerce_and_business,2018-08-01,6.7,2.0,11.4,6.33,146.7,HW-trend,low
sku,593236d0ff46b4299b4787fb8d43f7f0,industry_commerce_and_business,2018-09-01,6.8,2.1,11.5,6.33,146.7,HW-trend,low
sku,593236d0ff46b4299b4787fb8d43f7f0,industry_commerce_and_business,2018-10-01,7.0,2.3,11.7,6.33,146.7,HW-trend,low
sku,595fac2a385ac33a80bd5114aec74eb8,perfumery,2018-09-01,15.1,7.3,22.9,3.63,69.0,HW-trend,low
sku,595fac2a385ac33a80bd5114aec74eb8,perfumery,2018-10-01,16.1,8.3,23.9,3.63,69.0,HW-trend,low
sku,595fac2a385ac33a80bd5114aec74eb8,perfumery,2018-11-01,17.1,9.3,24.9,3.63,69.0,HW-trend,low
sku,59fe488ea6ac9439bc86663f4a564c23,telephony,2017-12-01,0.0,0.0,6.0,0.67,100.0,HW-trend,low
sku,59fe488ea6ac9439bc86663f4a564c23,telephony,2018-01-01,0.0,0.0,6.0,0.67,100.0,HW-trend,low
sku,59fe488ea6ac9439bc86663f4a564c23,telephony,2018-02-01,0.0,0.0,6.0,0.67,100.0,HW-trend,low
sku,5b226d7c52f86ac72457617f78cff95d,bed_bath_table,2018-09-01,0.0,0.0,3.4,1.65,98.1,HW-trend,low
sku,5b226d7c52f86ac72457617f78cff95d,bed_bath_table,2018-10-01,0.0,0.0,3.4,1.65,98.1,HW-trend,low
sku,5b226d7c52f86ac72457617f78cff95d,bed_bath_table,2018-11-01,0.0,0.0,3.4,1.65,98.1,HW-trend,low
sku,5b3b5f9ae84ca9ead3138b199420cc94,toys,2018-09-01,0.0,0.0,5.8,0.67,100.0,HW-trend,low
sku,5b3b5f9ae84ca9ead3138b199420cc94,toys,2018-10-01,0.0,0.0,5.8,0.67,100.0,HW-trend,low
sku,5b3b5f9ae84ca9ead3138b199420cc94,toys,2018-11-01,0.0,0.0,5.8,0.67,100.0,HW-trend,low
sku,5b8423dc7f23089c9c59c5d140eb5a1c,toys,2018-06-01,1.5,0.0,5.9,0.91,46.3,HW-trend,medium
sku,5b8423dc7f23089c9c59c5d140eb5a1c,toys,2018-07-01,1.5,0.0,5.9,0.91,46.3,HW-trend,medium
sku,5b8423dc7f23089c9c59c5d140eb5a1c,toys,2018-08-01,1.5,0.0,5.9,0.91,46.3,HW-trend,medium
sku,5bfc7506459ae2a7b4b573fe557a58e1,bed_bath_table,2018-09-01,1.2,0.0,3.5,1.07,40.2,HW-trend,medium
sku,5bfc7506459ae2a7b4b573fe557a58e1,bed_bath_table,2018-10-01,1.2,0.0,3.4,1.07,40.2,HW-trend,medium
sku,5bfc7506459ae2a7b4b573fe557a58e1,bed_bath_table,2018-11-01,1.1,0.0,3.4,1.07,40.2,HW-trend,medium
sku,5c692818d313aa12864b48ac0c2472c2,watches_gifts,2018-06-01,1.8,0.0,4.1,2.52,69.5,HW-trend,low
sku,5c692818d313aa12864b48ac0c2472c2,watches_gifts,2018-07-01,1.9,0.0,4.1,2.52,69.5,HW-trend,low
sku,5c692818d313aa12864b48ac0c2472c2,watches_gifts,2018-08-01,1.9,0.0,4.1,2.52,69.5,HW-trend,low
sku,5d66715cc928aadd0074f61332698593,electronics,2018-07-01,6.4,0.6,12.2,6.78,87.1,HW-trend,low
sku,5d66715cc928aadd0074f61332698593,electronics,2018-08-01,6.6,0.8,12.4,6.78,87.1,HW-trend,low
sku,5d66715cc928aadd0074f61332698593,electronics,2018-09-01,6.8,1.0,12.5,6.78,87.1,HW-trend,low
sku,5d6bea33648f018dbb563f3a2fab09f3,furniture_decor,2018-09-01,11.1,1.8,20.4,7.11,355.2,HW-trend,low
sku,5d6bea33648f018dbb563f3a2fab09f3,furniture_decor,2018-10-01,12.2,2.9,21.5,7.11,355.2,HW-trend,low
sku,5d6bea33648f018dbb563f3a2fab09f3,furniture_decor,2018-11-01,13.3,4.0,22.6,7.11,355.2,HW-trend,low
sku,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bags_accessories,2018-09-01,2.2,0.0,4.6,1.58,46.3,HW-trend,medium
sku,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bags_accessories,2018-10-01,2.3,0.0,4.7,1.58,46.3,HW-trend,medium
sku,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bags_accessories,2018-11-01,2.4,0.0,4.8,1.58,46.3,HW-trend,medium
sku,5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,2018-09-01,1.7,0.0,5.2,1.71,18.3,HW-trend,high
sku,5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,2018-10-01,1.7,0.0,5.3,1.71,18.3,HW-trend,high
sku,5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,2018-11-01,1.8,0.0,5.3,1.71,18.3,HW-trend,high
sku,5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,2018-09-01,0.0,0.0,6.5,0.33,100.0,HW-trend,low
sku,5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,2018-10-01,0.0,0.0,6.5,0.33,100.0,HW-trend,low
sku,5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,2018-11-01,0.0,0.0,6.5,0.33,100.0,HW-trend,low
sku,601a360bd2a916ecef0e88de72a6531a,cool_stuff,2018-05-01,0.0,0.0,8.4,1.42,111.2,HW-trend,low
sku,601a360bd2a916ecef0e88de72a6531a,cool_stuff,2018-06-01,0.0,0.0,8.4,1.42,111.2,HW-trend,low
sku,601a360bd2a916ecef0e88de72a6531a,cool_stuff,2018-07-01,0.0,0.0,8.4,1.42,111.2,HW-trend,low
sku,6109d0cae3bcb57d579bc0fab6e61814,luggage_accessories,2018-07-01,2.1,0.0,8.0,4.0,100.0,HW-trend,low
sku,6109d0cae3bcb57d579bc0fab6e61814,luggage_accessories,2018-08-01,1.9,0.0,7.8,4.0,100.0,HW-trend,low
sku,6109d0cae3bcb57d579bc0fab6e61814,luggage_accessories,2018-09-01,1.7,0.0,7.7,4.0,100.0,HW-trend,low
sku,612c7f49d1026f7beded75464b574f81,health_beauty,2018-09-01,0.0,0.0,2.7,1.33,100.0,HW-trend,low
sku,612c7f49d1026f7beded75464b574f81,health_beauty,2018-10-01,0.0,0.0,2.7,1.33,100.0,HW-trend,low
sku,612c7f49d1026f7beded75464b574f81,health_beauty,2018-11-01,0.0,0.0,2.7,1.33,100.0,HW-trend,low
sku,617186c3d97ea56c9c683a8a3974e8c1,perfumery,2018-05-01,10.5,6.1,14.9,1.99,23.2,HW-trend,medium
sku,617186c3d97ea56c9c683a8a3974e8c1,perfumery,2018-06-01,10.9,6.5,15.3,1.99,23.2,HW-trend,medium
sku,617186c3d97ea56c9c683a8a3974e8c1,perfumery,2018-07-01,11.3,6.9,15.7,1.99,23.2,HW-trend,medium
sku,61d01171a3784bab50137290350e5332,housewares,2018-09-01,1.9,0.0,5.3,1.67,96.0,HW-trend,low
sku,61d01171a3784bab50137290350e5332,housewares,2018-10-01,2.0,0.0,5.4,1.67,96.0,HW-trend,low
sku,61d01171a3784bab50137290350e5332,housewares,2018-11-01,2.1,0.0,5.5,1.67,96.0,HW-trend,low
sku,629e019a6f298a83aeecc7877964f935,auto,2018-09-01,6.5,0.0,15.6,10.69,636.7,HW-trend,low
sku,629e019a6f298a83aeecc7877964f935,auto,2018-10-01,6.5,0.0,15.6,10.69,636.7,HW-trend,low
sku,629e019a6f298a83aeecc7877964f935,auto,2018-11-01,6.4,0.0,15.5,10.69,636.7,HW-trend,low
sku,62d8daeee0db3a60c234c2d1bfd10651,bed_bath_table,2018-07-01,1.0,0.0,7.1,2.2,89.8,HW-trend,low
sku,62d8daeee0db3a60c234c2d1bfd10651,bed_bath_table,2018-08-01,0.7,0.0,6.9,2.2,89.8,HW-trend,low
sku,62d8daeee0db3a60c234c2d1bfd10651,bed_bath_table,2018-09-01,0.4,0.0,6.6,2.2,89.8,HW-trend,low
sku,634256dbcd184b3757ffd7632c9fe52a,health_beauty,2018-09-01,10.9,4.7,17.1,5.0,35.8,HW-trend,medium
sku,634256dbcd184b3757ffd7632c9fe52a,health_beauty,2018-10-01,11.4,5.1,17.6,5.0,35.8,HW-trend,medium
sku,634256dbcd184b3757ffd7632c9fe52a,health_beauty,2018-11-01,11.8,5.6,18.0,5.0,35.8,HW-trend,medium
sku,63de2743d05ab59d85caa49e49459ac1,health_beauty,2018-08-01,0.0,0.0,5.3,0.33,100.0,HW-trend,low
